Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5
1.891607625,0,0,1,1,1,1
1.891636667,0,0,1,0,0,0
1.891805875,0,0,1,1,1,1
1.891834875,0,0,1,0,0,0
1.892004125,0,0,1,1,1,1
1.892033167,0,0,1,0,0,0
1.892202375,0,0,1,1,1,1
1.892231417,0,0,1,0,0,0
1.892400625,0,0,1,1,1,1
1.892429667,0,0,1,0,0,0
1.892598917,0,0,1,1,1,1
1.892627958,0,0,1,0,0,0
1.892797167,0,0,1,1,1,1
1.892826208,0,0,1,0,0,0
1.892995417,0,0,1,1,1,1
1.893024458,0,0,1,0,0,0
1.893193750,0,0,1,1,1,1
1.893222792,0,0,1,0,0,0
1.893392042,0,0,1,1,1,1
1.893421083,0,0,1,0,0,0
1.893590292,0,0,1,1,1,1
1.893619333,0,0,1,0,0,0
1.893788583,0,0,1,1,1,1
1.893817625,0,0,1,0,0,0
1.893986917,0,0,1,1,1,1
1.894015958,0,0,1,0,0,0
1.894185208,0,0,1,1,1,1
1.894214292,0,0,1,0,0,0
1.894383542,0,0,1,1,1,1
1.894412583,0,0,1,0,0,0
1.894581833,0,0,1,1,1,1
1.894610875,0,0,1,0,0,0
1.894780125,0,0,1,1,1,1
1.894809167,0,0,1,0,0,0
